,family"n1","n2","n3","n4","eng"
"tania","thania",,,"second"
"d9i9a","daqiqa","da9i9a",,"minute"
"sa3a",,,,"hour"
"yawm","youm","nhar",,"day"
"lbar7","lbare7","lbareh","lbarh","yesterday"
"daba","drok",,,"now"
"lyom","liom","lioma","lyoma","today"
"ghdda","ghedda","ghadda",,"tomorrow"
"wellbar7","wallbare7","wllbare7",,"the day before yesterday"
"b3d ghdda","ba3d ghdda","be3d ghdda",,"the day after tomorrow"
"simana","semana",,,"week"
"ch8r","ch8ar","chher","chhar","month"
"3am",,,,"year"
"9rn","9arn","9ern","qarn","century"
"tnin",,,,"monday"
"tlat","ttlat",,,"tuesday"
"larb3","larba3","larbe3",,"wednesday"
"lkhmis","l5miss","lakhmis","lekhmis","thursday"
"jm3a","jam3a","jem3a",,"friday"
"sbt","sebt","sabt","ssebt","saturday"
"l7d","l7ed","l7add","l7ad","sunday"
"wikand","sebt w l7ed",,,"weekend"
"yanayir",,,,"sunday"
"fibrayr","fibrayer",,,"february"
"mars",,,,"march"
"abril",,,,"april"
"may",,,,"may"
"yonyo",,,,"june"
"yolyoz","youlyouz",,,"july"
"ghocht",,,,"august"
"chotanbir",,,,"september"
"oktoubr","oktobr",,,"october"
"nowanbir",,,,"november"
"dojanbir","doujanbir",,,"december"
"w9t","wa9t","we9t",,"time"
"7aDir","7aDer","7aDr",,"present"
"most9bal","mosta9bal","mostaqbal","mostqbal","future"
"maDi","maaDi",,,"past"
"llarob","llaroub",,,"quarter to"
"o 9sem","o9sem","oqsem",,"five past"
"o 9smayn","o9smayn","oqsmayn",,"ten past"
"o rb3","orb3","orba3",,"quarter past"
"o ness","oness","onss","onass","half past"
"o sb3 9sam","osb39sam","o sbaa qsam","o sba3 9sam","thirty five past"
"9ll toulout","9ll tolot",,,"twenty to"
"9ll 9smayn","9ll9smayn",,,"ten to"
"9ll 9sm","9ll9sm",,,"five to"
"mn","men",,,"since"
"revey","rrevey",,,"alarm"
"lil","llil","lile",,"night"
"Sba7","Sbah",,,"morning"
"3chia","aachia",,,"evening"
"wst nhar","wstnhar",,,"midday"
"maw3id","mou3id",,,"appointment"
"ftra","fatra","fetra",,"period"
"magana","sa3a",,,"clock"
"dima",,,,"always"
"3adatan","3aadatan",,,"usually"
"naadiran","nadiran",,,"rarely"
"monasaba","mounasaba","monaasaba",,"occasion",time"n1","n2","n3","n4","eng"
"khDra","khoDra","5oDra","","vegetables"
"bsla","basla","besla","","onion"
"maticha","matecha","","","tomato"
"jelbana","jlbana","","","pea"
"dnjal","denjal","","","eggplant"
"gar3a","gr3a","","","pumpkin"
"mkowwr","mkowwer","mkowwar","","cabbage"
"btata","batata","","","potato"
"khyar","khiar","5iar","5yar","cucumber"
"khizo","5izo","","","carrot"
"touma","ttouma","","","garlic"
"chiflour","chiflor","","","cauliflower"
"9o9","9ou9","qoq","qouq","artichokes"
"khrchouf","kherchouf","kharchof","khrchof","cardoon"
"flfla","felfla","falfla","","pepper"
"fjl","fjel","","","radishes"
"loubia","lobia","loubya","","beans"
"bsbas","besbas","basbas","","fennel"
"khoss","khos","5oss","5os","lettuce"
"lft","left","laft","","turnip"
"kbal","","","","maize"
"9zbour","9azbour","9ezbor","9zbor","coriander"
"m3dnous","m3adnous","m3ednous","me3dnous","parsley"
"zitoun","zitoune","","","olives"
"barba","","","","beet"
"krafS","krafes","krafas","","celery"
"kourjiT","korjiT","","","courgette"
"khDra","khoDra","","","vegetables"
"dissir","ddissir","ddisser","disser","fruits"
"tfa7","tfah","","","apple"
"bou3ouid","bou3wid","bouaouid","","pear"
"friz","frez","","","strawberry"
"avoka","avoca","lavoka","","avocado"
"3nb","3anb","3enb","","grape"
"krmous","karmous","kermous","","fig"
"limoun","limon","","","orange"
"7amd","hamd","","","lemon"
"rman","rmman","reman","","pomegranate"
"dla7","dela7","dlah","delah","watermelon"
"khoukh","","","","peach"
"kiwi","kioui","","","kiwi"
"7blmlouk","7eb lemlouk","hab lamlouk","heb lemlouk","cherry"
"ananas","","","","pineapple"
"mnoun","","","","melon"
"swi8la","swihla","souihla","","melon"
"banan","banane","","","banana"
"mchmach","mechmach","machmach","","apricot"
"mang","mangue","","","mango"
"mandarine","mandarin","","","mandarin orange"
"tmr","tmar","tmer","","dates"
"br9o9","ber9o9","br9ou9","ber9ou9","plums"
"makla","lmakla","","","food"
"3ds","l3ds","","","lenses"
"loubia","","","","beans"
"nbg","nbag","nbeg","nnbeg","jujube"
"blloT","balloT","","","oak"
"llouz","louz","","","almonds"
"n3na3","naanaa","ne3na3","na3na3","mint"
"zbib","zzbib","","","raisins"
"biD","bayD","","","eggs"
"biDa","bayDa","","","egg"
"zbda","zabda","zebda","","butter"
"khbz","khobz","5obz","","bread"
"mska","maska","meska","","chewing gum"
"skkar","sokkar","skar","sokar","sugar"
"ml7a","mel7a","mal7a","malha","salt"
"zit","zzit","","","oil"
"7mmS","7ammaS","7mmeS","hammeS","chickpeas"
"7rira","hrira","","","soup"
"chlaDa","","","","salad"
"l7m","l7em","l7am","","meat"
"khmira","5mira","","","yeast"
"3jina","","","","dough"
"frmaj","fromaj","formaj","","cheese"
"ch3ria","che3ria","cha3ria","","pasta"
"disir","dicir","dissir","","desserts"
"laglas","laglass","","","ice cream"
"kika","","","","cake"
"3Tria","3aTria","3Trya","3eTria","spices"
"gm7","gam7","guem7","9m7","wheat"
"dgig","d9i9","","","flour"
"ch3ir","","","","barley"
"9rfa","9arfa","9erfa","qarfa","cinnamon"
"kmmon","kmmoun","kammoun","kemmon","cumin"
"9ronfl","9ronfel","9ronfal","","cloves"
"z3fran","z3efran","z3afran","","saffron"
"z3tr","ze3tr","za3ter","z3tar","thyme"
"chrab","","","","drink"
"chchrab","","","","alcohol"
"birra","","","","beer"
"atay","","","","tea"
"7lib","7alib","hlib","","milk"
"3aSir","","","","juice"
"fTor","fTour","","","breakfast"
"ghda","","","","lunch"
"3cha","","","","dinner"
"ma9adir","maqadir","","","ingredients"
"jo3","jou3","","","hunger"
"3Tch","3Tech","3Tach","","thirst"
"rijim","","","","diet"
"cha8ia","cha8iyya","chahia","","appetite"
"mchwi","mechwi","machwi","","grilled"
"m9li","me9li","ma9li","","fried"
"m7mmr","m7ammar","m7emmer","","roasted"
"mgrml","mgermel","mgarmel","mgarmal","crunchy"
"khDr","khDer","khDar","5Dr","raw"
"bnin","bnyn","","","delicious"
"nachf","nachef","nachaf","","dry"
"7lo","7lou","7low","","sweet"
"7arr","","","","spicy"
"marr","morr","","","bitter"
"7amD","7ameD","7amaD","","sour"
"m7roug","m7rog","m7rog","m7ro9","burned"
"lkhell","khell","5ell","","vinegar"
"bTaTa frit","bTaTafrit","","","french fries"
"s99aTa","","","","candy"
"Tajin","Tagine","","",""
"Tanjia","Tnjia","Tnjyya","Tanjyya",""
"bsTila","besTila","basTila","",""
"m7nncha","m7enncha","m7anncha","",""
malik,king
sidna,our king
berlaman,brlaman,parliament
wzir,minister,
l7okoma,government,,politicsn1,n2,n3,n4,eng
t3nfij,t3anfij,t3enfij,,inconvenience
trbziT,tberziT,tbarziT,ttbrziT,bother
twichia,,,,thing
l3iba,l3ayba,l3aiba,,thing
l3amala,,,,friend
tbl7is,tbel7is,tbal7is,tbal7iss,flattery
Tnz,Tanz,Tenz,,mockery
z3fan,za3fan,ze3fan,,angry
ka3i,,,,angry
l8imri,lhimri,,,hunger
m9rach,m9raj,mo9rach,mo9raj,tea kettle
3zzi,3azzi,3ezzi,,black
b7alma8okdaya,b7almahokdaya,kifmab7almahokdaya,kifmab7alma8okdaya,like this
Tbbouzi,Tbozi,Tabozi,Tebbozi,fat
tkhrbi9,tkharbi9,tkherbi9,tkharbiq,nonsense
3zwa,3zawi,,,man
kbchlaba9ich,kobchlaba9ich,kobbchlabaqich,kobbchlaba9ich,fill my cup
law3lm,llaw3lm,laho3lm,lahoa3lam,i do not know
lay3miha lik,,,,i warn you
brbbi,brebbi,brabbi,,i swear
awdi,awddi,,,whatever
awdi,awddi,,,anyway
bz9oul,bz9ol,bez9ol,baz9ol,child
chwikkik,,,,a bit
T8lla,Thalla,T8alla,T8ella,bye
3rram,3erram,3arram,,many
ewa,,,,well
fchkl,fchkel,fchkal,fchkeel,special
fchkl,fchkel,fchkal,fchkeel,peculiar
gharib,,,,weird
sghikkrin,,,,tiny
tfrnisa,tfernisa,tfarnisa,,smile
bz9oul,bz9ol,,,baby
br8och,bar8ouch,barhouch,barhoch,kid
tbznisa,tbeznisa,tbaznisa,,deal
t8jaj,ta8jaj,tahjaj,,noise
9oz9oza7,9ous9oza7,9aws9oza7,9aws 9oza7,rainbow
3zwa,,,,well done
Saa7a,,,,well done
mwrre9,mwerre9,,,noticeable
3wachr,3wacher,,,feasts
naDi,naaDi,,,excellent
8nnina,8ennina,8annina,,be quiet
fog chchb3a,,,,extra
dyal lmchkhara,dyal lmechkhara,,,ridiculous
chchann TTann,,,,swiftly
ml3ouba,ml3oba,,,feasible
n7ila,,,,swift
8rrbo lia,hrebt,lherba,hrrbni,blow my mind
Dbber 3la,,,,fetch
khrrej 3inih,,,,stare
jb8a,jab8a,jeb8a,jbha,bold
snTi7a,senTi7a,SnTi7a,,bold
mrigl,,,,tricky
blan,blaan,,,a good deal
wakwakk,wakwak,,,oh god
makat9chcherch,makat9cherch,makat9echerch,makat9echcharch,
khdama lia,,,,I'm angry/mad,weird"n1","n2","n3","n4","eng"
"ifri9ia","ifriqia",,,"africa"
"mghrib","maghrib",,,"morocco"
"mrrakch","mrrakech","mrrakach",,"marrakech"
"rbaT",,,,"rabat"
"europa","oroppa",,,"europe"
"kaza","casa",,,"casablanca"
"Tanja",,,,"tangier"
"ssa3oudia",,,,"saudi arabia"
"9atar",,,,"qatar"
"imarat",,,,"emirates"
"dzair",,,,"algeria"
"fransa",,,,"france"
"Sbania",,,,"spain"
"brT9iz","lbart9iz",,,"portugal"
"bortoghal",,,,"portugal"
"almania",,,,"germany"
"swisra","souisra",,,"switzerland"
"japoun",,,,"japan"
"mirikan",,,,"united states"
"ngliz","negliz","ingliz",,"united kingdom"
"bljika","beljika","baljika",,"belgium"
"talyan","talian",,,"italy"
"misr","misra","mesr",,"egypt"
"touns",,,,"tunisia"
"moritania","mouritania",,,"mauritania"
"jam3lfna","jam3 lafna",,,"Jemaa el-Fnaa square"
"blasa",,,,"place"
"khariTa","5ariTa",,,"map"
"l3alam","3alam",,,"world"
"sbiTar",,,,"hospital"
"filistin","filistine",,,"palestine"
"fransawia","fransawya",,,"french"
"sblyonia","sbalyonia","sbelionia","sbalionia","spanish"
"boSTa","bouSTa","lboSTa",,"post office"
"mn","men",,,"from"
"lkharij","l5arij",,,"abroad"
"maTar",,,,"airport"
"faDa2",,,,"space"
"mrrikh","lmrrikh","marrikh",,"mars"
"9amar","l9amar","qamar",,"moon"
"3onwan",,,,"address"
"mirikani",,,,"american"
"finmma","finemma","finamma",,"anywhere"
"llor","llour",,,"back"
"gddam","goddam",,,"front"
"mkhbaza","makhbaza",,,"bakery"
"t7t","ta7t","te7t",,"bellow"
"7odoud",,,,"borders"
"chinwa",,,,"china"
"chinwi",,,,"chinese"
"3rbi","3arbi","3erbi","3arabi","arab"
"younan","yonan",,,"greece"
"blad","bilad",,,"country"
"dawla","doula","dola","dowla","country"
"frmasian","frmacian","frmasyan",,"pharmacy"
"mdina","madina",,,"city"
"firma",,,,"farm"
"chr9","cher9","char9",,"east"
"ghrb","gherb","gharb",,"west"
"chamal",,,,"north"
"janoub","janob",,,"south"
"mnTa9a","manTa9a","menTa9a",,"region"
"3aSima","3aaSima",,,"capital"
"kawkab","kaoukab",,,"planet"
"ma7TTa","ma7aTTa","ma7eTTa","mahtta","station"
"7anout","7anot",,,"shop"
"9aarra","9arra","qaarra",,"continent"
"chari3","chaari3",,,"street"
"Tri9","Tre9",,,"road"
"lotorot","lotorout",,,"highway"
"sikteur","siktour",,,"neighborhood"
"saa7a","sa7a","saaha",,"square"
"9hwa","9ahwa","9ehwa","9a8wa","coffee shop"
"borj",,,,"tower"
"mktaba","mektaba","maktaba",,"library"
"otil","hotel","otel",,"hotel"
"klinik","clinique",,,"clinic"
"pisin","picin","piscine",,"swimming pool"
"tritwar","trotwar","tritouar","trotouar","sidewalk"
"ttija8","ittija8","ttijah","ittijah","direction"
"limn","limen","liman",,"right"
"lisr","lisser","lissar",,"left"
"masafa","massafa",,,"distance"
"misa7a","misaa7a","misaha",,"area"
"sifara",,,,"embassy",placesn1,n2,n3,n4,eng
